file_id,loc,sloc,cyclomatic_avg,cyclomatic_max,function_count,class_count,nesting_depth_max,nesting_depth_avg,comment_ratio,avg_var_name_len,unique_var_count,halstead_vocab,parse_error
code_0613,148,115,2.0,3,7,1,1,1.0,0.10810810810810811,13.0,11,0,False
code_0614,71,38,2.0,2,2,0,1,1.0,0.22535211267605634,8.1667,6,0,False
code_0615,102,73,1.5714285714285714,2,6,1,1,1.0,0.12745098039215685,10.4615,13,0,False
code_0616,99,80,3.125,4,8,0,3,1.4375,0.06060606060606061,7.8333,12,0,False
code_0617,114,80,1.75,3,4,0,3,1.6667,0.14035087719298245,6.6522,23,0,False
code_0618,105,77,0.0,0,0,0,0,0.0,0.0761904761904762,0.0,0,0,True
code_0619,134,112,3.7142857142857144,9,7,0,7,2.381,0.03731343283582089,6.2222,18,0,False
code_0620,85,67,0.0,0,0,0,0,0.0,0.07058823529411765,0.0,0,0,True
code_0621,91,70,3.3333333333333335,4,3,0,9,3.5,0.14285714285714285,9.1111,9,0,False
code_0622,90,63,2.0,3,3,0,3,1.3333,0.14444444444444443,6.8421,19,0,False
code_0623,110,75,3.0,4,5,0,3,1.6429,0.2,7.2727,11,0,False
code_0624,117,93,3.142857142857143,8,7,0,6,2.3333,0.07692307692307693,4.9333,15,0,False
code_0625,59,32,1.5,2,2,0,2,1.3333,0.2033898305084746,8.0909,11,0,False
code_0626,85,62,7.5,13,2,0,5,2.7273,0.12941176470588237,5.8182,11,0,False
code_0627,94,60,3.0,8,4,0,5,2.2222,0.20212765957446807,8.0,10,0,False
code_0628,99,58,2.5,3,4,0,2,1.2857,0.24242424242424243,9.8462,13,0,False
code_0629,99,56,3.0,6,4,0,3,1.8571,0.20202020202020202,9.1667,12,0,False
code_0630,81,51,1.6666666666666667,2,3,0,2,1.3333,0.1728395061728395,9.5,14,0,False
code_0631,53,34,2.0,2,1,0,1,1.0,0.1509433962264151,12.75,4,0,False
code_0632,149,77,1.4,2,5,0,1,1.0,0.2550335570469799,9.0625,32,0,False
code_0633,87,67,2.3333333333333335,5,6,0,3,1.4444,0.08045977011494253,5.8125,16,0,False
code_0634,85,56,3.3333333333333335,4,3,0,3,1.5,0.16470588235294117,10.4545,11,0,False
code_0635,96,65,3.25,7,4,0,4,2.1,0.19791666666666666,7.5,4,0,False
code_0636,49,35,2.5,3,2,0,2,1.3333,0.14285714285714285,5.8333,6,0,False
code_0637,62,48,3.3333333333333335,6,3,0,5,2.375,0.11290322580645161,5.5,8,0,False
code_0638,116,72,2.75,3,4,0,3,1.6,0.1810344827586207,8.4,15,0,False
code_0639,72,41,1.3333333333333333,3,6,0,2,1.3333,0.2222222222222222,6.4,5,0,False
code_0640,68,42,1.6,2,4,1,1,1.0,0.17647058823529413,3.5,2,0,False
code_0641,80,48,2.5,5,4,0,3,1.625,0.2375,7.8571,7,0,False
code_0642,70,42,2.0,2,2,0,2,1.25,0.24285714285714285,6.2857,7,0,False
code_0643,85,45,2.3333333333333335,3,3,0,2,1.25,0.23529411764705882,6.125,8,0,False
code_0644,63,44,1.0,1,0,0,5,3.0,0.1746031746031746,7.5,10,0,False
code_0645,74,54,2.5,6,5,1,4,2.1667,0.0945945945945946,4.2,5,0,False
code_0646,72,49,6.0,6,1,0,2,1.25,0.125,8.3,10,0,False
code_0647,107,82,2.0,3,2,0,2,1.3333,0.102803738317757,9.2,5,0,False
code_0648,54,36,3.0,3,1,0,2,1.3333,0.14814814814814814,9.25,8,0,False
code_0649,121,99,3.0,4,5,0,4,1.8571,0.05785123966942149,6.0909,11,0,False
code_0650,104,85,2.8,3,5,0,2,1.5385,0.07692307692307693,10.7143,14,0,False
code_0651,118,82,4.0,8,4,0,5,2.0,0.16101694915254236,8.4615,13,0,False
code_0652,68,53,2.0,2,5,0,1,1.0,0.10294117647058823,8.8333,6,0,False
code_0653,91,57,2.0,3,4,1,2,1.1667,0.17582417582417584,9.0909,22,0,False
code_0654,86,59,4.0,4,1,0,2,1.6667,0.11627906976744186,9.9375,16,0,False
code_0655,99,63,2.0,2,3,0,1,1.0,0.20202020202020202,12.8889,9,0,False
code_0656,115,83,4.0,10,4,0,5,2.3846,0.2,7.75,12,0,False
code_0657,82,56,3.5,5,4,0,3,1.6,0.2073170731707317,5.9,10,0,False
code_0658,127,78,4.5,6,4,0,4,1.9412,0.1968503937007874,12.1364,22,0,False
code_0659,162,99,2.4285714285714284,3,7,0,2,1.3333,0.19753086419753085,8.7391,23,0,False
code_0660,113,75,2.0,2,4,0,1,1.0,0.22123893805309736,11.7,10,0,False
code_0661,45,31,4.0,4,1,0,1,1.0,0.13333333333333333,13.3333,3,0,False
code_0662,52,35,2.5,4,2,0,1,1.0,0.09615384615384616,8.0,3,0,False
code_0663,150,84,1.0,1,0,0,3,2.0,0.20666666666666667,6.75,32,0,False
code_0664,70,40,2.0,3,2,0,2,1.5,0.21428571428571427,6.4167,24,0,False
code_0665,62,38,4.0,4,1,0,3,2.0,0.16129032258064516,7.2667,15,0,False
code_0666,49,31,2.0,2,1,0,1,1.0,0.16326530612244897,7.75,4,0,False
code_0667,68,37,2.0,2,2,0,1,1.0,0.19117647058823528,8.2222,9,0,False
code_0668,82,40,4.0,4,1,0,3,2.0,0.25609756097560976,7.0476,21,0,False
code_0669,162,74,1.1428571428571428,2,11,0,1,1.0,0.2839506172839506,9.1538,13,0,False
code_0670,114,69,5.0,6,2,0,5,2.625,0.14035087719298245,6.92,25,0,False
code_0671,111,84,1.5714285714285714,3,6,1,2,1.25,0.13513513513513514,4.6923,13,0,False
code_0672,54,36,1.0,1,0,0,1,1.0,0.18518518518518517,11.8,5,0,False
code_0673,66,37,6.0,6,1,0,3,2.2,0.21212121212121213,7.0,10,0,False
code_0674,84,50,1.0,1,6,0,0,0.0,0.23809523809523808,9.4286,7,0,False
code_0675,45,28,2.0,2,1,0,1,1.0,0.15555555555555556,9.2,5,0,False
code_0676,152,109,1.8333333333333333,2,6,0,2,1.25,0.09868421052631579,1.0,1,0,False
code_0677,92,72,1.2,2,5,1,1,1.0,0.10869565217391304,6.9167,12,0,False
code_0678,114,84,1.6666666666666667,3,7,2,2,1.1667,0.10526315789473684,6.0667,15,0,False
code_0679,104,70,2.0,2,4,0,1,1.0,0.14423076923076922,16.0,10,0,False
code_0680,55,35,1.5,2,2,0,1,1.0,0.2,10.4444,9,0,False
code_0681,140,81,2.3333333333333335,4,6,0,3,1.7,0.22857142857142856,7.6429,14,0,False
code_0682,108,69,2.25,4,4,0,1,1.0,0.2037037037037037,8.7222,18,0,False
code_0683,167,128,1.411764705882353,4,10,7,2,1.1429,0.08982035928143713,7.1739,23,0,False
code_0684,167,113,1.0,1,5,0,1,1.0,0.16167664670658682,6.6,5,0,False
code_0685,147,83,1.6666666666666667,3,7,0,2,1.2,0.2585034013605442,10.619,21,0,False
code_0686,83,49,2.4,4,4,1,3,1.8333,0.27710843373493976,5.7143,7,0,False
code_0687,216,135,1.9090909090909092,3,8,3,2,1.2727,0.22685185185185186,7.1667,18,0,False
code_0688,146,108,1.4285714285714286,4,9,5,2,1.1667,0.1232876712328767,6.8,20,0,False
code_0689,326,298,2.0,2,7,0,1,1.0,0.05214723926380368,4.2857,7,0,False
code_0690,89,55,1.0,1,0,0,4,2.2857,0.24719101123595505,6.5333,15,0,False
code_0691,180,149,3.3125,14,12,4,7,3.04,0.07222222222222222,9.2,15,0,False
code_0692,107,74,3.25,5,4,0,3,1.625,0.09345794392523364,7.4,15,0,False
code_0693,132,79,1.5555555555555556,3,9,0,2,1.1667,0.23484848484848486,7.5556,18,0,False
code_0694,109,87,1.4444444444444444,3,5,4,1,1.0,0.07339449541284404,7.1,20,0,False
code_0695,132,93,2.4,4,9,1,3,1.5714,0.1893939393939394,8.6875,16,0,False
code_0696,129,98,2.272727272727273,7,10,1,4,1.8462,0.06976744186046512,7.5,4,0,False
code_0697,127,82,2.75,4,4,0,2,1.2222,0.1968503937007874,6.4583,24,0,False
code_0698,258,201,0.0,0,0,0,0,0.0,0.1511627906976744,0.0,0,0,True
code_0699,149,110,3.111111111111111,8,7,2,4,2.4286,0.11409395973154363,8.0909,22,0,False
code_0700,104,66,2.75,4,4,0,3,1.625,0.21153846153846154,7.0,17,0,False
code_0701,141,84,1.7142857142857142,2,7,0,1,1.0,0.2198581560283688,8.2222,18,0,False
code_0702,166,113,1.2307692307692308,3,10,3,1,1.0,0.16265060240963855,7.0,21,0,False
code_0703,70,60,2.6666666666666665,3,3,0,1,1.0,0.04285714285714286,6.8,10,0,False
code_0704,90,70,1.5,3,4,0,2,1.3333,0.05555555555555555,7.25,12,0,False
code_0705,74,62,2.25,3,4,0,2,1.4286,0.013513513513513514,9.6111,18,0,False
code_0706,62,48,3.3333333333333335,4,3,0,3,1.5714,0.03225806451612903,7.5714,14,0,False
code_0707,111,86,2.25,4,4,0,3,1.5,0.08108108108108109,7.5455,11,0,False
code_0708,76,45,2.3333333333333335,3,2,1,2,1.5,0.18421052631578946,8.625,8,0,False
code_0709,83,60,1.75,2,4,0,1,1.0,0.13253012048192772,6.0,8,0,False
code_0710,123,90,3.25,8,4,0,3,1.5,0.11382113821138211,9.8125,16,0,False
code_0711,78,57,3.0,5,3,0,2,1.2,0.07692307692307693,11.6364,11,0,False
code_0712,122,82,6.5,14,3,1,3,1.375,0.1557377049180328,9.5294,17,0,False
code_0713,109,58,2.0,2,2,0,1,1.0,0.24770642201834864,9.6842,19,0,False
code_0714,101,68,2.6666666666666665,4,3,0,2,1.2,0.15841584158415842,7.4286,14,0,False
code_0715,125,87,2.4,4,5,0,2,1.1429,0.136,6.6364,11,0,False
code_0716,75,63,4.333333333333333,7,3,0,4,2.0,0.02666666666666667,7.4,10,0,False
code_0717,79,60,3.1666666666666665,6,5,1,4,1.875,0.13924050632911392,11.4375,16,0,False
code_0718,118,81,1.25,2,4,0,1,1.0,0.15254237288135594,6.7778,9,0,False
code_0719,116,73,1.0,1,0,0,0,0.0,0.14655172413793102,11.2222,18,0,False
code_0720,164,106,1.6666666666666667,3,3,0,2,1.1,0.14634146341463414,13.3636,11,0,False
code_0721,82,48,1.0,1,0,0,4,2.2,0.2073170731707317,9.0,12,0,False
code_0722,132,77,1.5,2,4,2,1,1.0,0.21212121212121213,9.375,16,0,False
code_0723,113,77,0.0,0,0,0,0,0.0,0.10619469026548672,0.0,0,0,True
code_0724,99,72,1.0,1,0,0,3,1.4615,0.1414141414141414,9.4737,19,0,False
code_0725,129,88,1.0,1,0,1,1,1.0,0.16279069767441862,9.4545,11,0,False
code_0726,114,76,2.0,2,3,0,1,1.0,0.10526315789473684,14.4167,12,0,False
